Assay	CAS	Sample Name	ReplicateSet	Curve Class	CONC0	CONC1	CONC2	CONC3	CONC4	CONC5	CONC6	CONC7	CONC8	CONC9	CONC10	CONC11	CONC12	CONC13	CONC14	RESP0	RESP1	RESP2	RESP3	RESP4	RESP5	RESP6	RESP7	RESP8	RESP9	RESP10	RESP11	RESP12	RESP13	RESP14	mask0	mask1	mask2	mask3	mask4	mask5	mask6	mask7	mask8	mask9	mask10	mask11	mask12	mask13	mask14
tox21-er-bla-agonist	NOCAS_49552	NTP Mix22 AR2 2-EQP	2	4	4.9e-10	1.1e-9	2.4499999999e-9	5.4799999999e-9	1.23e-8	2.74e-8	6.13e-8	1.37e-7	3.07e-7	6.85e-7	1.53e-6	3.43e-6	7.66e-6	1.71e-5	3.8299999999e-5	-0.36724414	-0.16418436	-0.07188211	-0.20741053	0.07624537	-0.11485452	1.0154313	-0.19918401	-0.79305503	0.1606128	1.30085322	-0.19205378	8.02168493	2.05797201	2.51276633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tox21-er-bla-agonist	NOCAS_49551	NTP Mix21 AR2 2-EQP	2	3	4.9e-10	1.1e-9	2.4499999999e-9	5.4799999999e-9	1.23e-8	2.74e-8	6.13e-8	1.37e-7	3.07e-7	6.85e-7	1.53e-6	3.43e-6	7.66e-6	1.71e-5	3.8299999999e-5	-0.26125393	0.57747499	-0.03594106	0.06090758	-0.67640424	-0.40899605	-0.47212997	-0.40144774	0.51221317	-0.42394294	2.24446479	0.85755153	8.29322308	2.89121736	18.68421139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tox21-er-bla-agonist	NOCAS_49544	NTP Mix89 ER AR1 18-EQP	2	3	4.9e-10	1.1e-9	2.4499999999e-9	5.4799999999e-9	1.23e-8	2.74e-8	6.13e-8	1.37e-7	3.07e-7	6.85e-7	1.53e-6	3.43e-6	7.66e-6	1.71e-5	3.8299999999e-5	-0.22003983	-0.98761171	-0.45525338	-0.25173065	-0.50994391	-0.09179496	0.16344202	0.3360717	0	1.6189707	2.69788533	4.57436455	21.25546705	11.80867355	25.48850219	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
tox21-er-bla-agonist	NOCAS_49523	NTP Mix103 ER1 10-EQC	2	4	4.9e-10	1.1e-9	2.4499999999e-9	5.4799999999e-9	1.23e-8	2.74e-8	6.13e-8	1.37e-7	3.07e-7	6.85e-7	1.53e-6	3.43e-6	7.66e-6	1.71e-5	3.8299999999e-5	-0.03658537	-1.74290153	-0.24219908	-0.2209496	-0.19122896	0.10314879	-0.04886857	0.07146873	-0.83551015	0.08576121	0.79727354	-0.90348835	3.25891555	-2.31264482	0.61020016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tox21-er-bla-agonist	NOCAS_49526	NTP Mix106 ER1 10-EQC	2	2.4	4.9e-10	1.1e-9	2.4499999999e-9	5.4799999999e-9	1.23e-8	2.74e-8	6.13e-8	1.37e-7	3.07e-7	6.85e-7	1.53e-6	3.43e-6	7.66e-6	1.71e-5	3.8299999999e-5	-0.15938097	0.72672543	0	-0.65573548	1.00574135	-0.07798055	-0.33343439	-1.48230124	-0.92334364	-0.14926206	0.53852533	2.13594562	4.96719626	2.12775285	12.34705555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tox21-er-bla-agonist	NOCAS_49510	NTP Mix17 AR1 8-EQC	2	4	4.9e-10	1.1e-9	2.4499999999e-9	5.4799999999e-9	1.23e-8	2.74e-8	6.13e-8	1.37e-7	3.07e-7	6.85e-7	1.53e-6	3.43e-6	7.66e-6	1.71e-5	3.8299999999e-5	0.28801049	-0.37336786	1.25090208	-0.71779927	1.23802977	0.49926187	0.31679014	2.66177868	0.93116031	2.55453432	1.15401416	4.12237436	13.46339554	6.14586312	6.14358807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tox21-er-bla-agonist	NOCAS_49533	NTP Mix113 ER1 10-EQC	2	2.2	4.9e-10	1.1e-9	2.4499999999e-9	5.4799999999e-9	1.23e-8	2.74e-8	6.13e-8	1.37e-7	3.07e-7	6.85e-7	1.53e-6	3.43e-6	7.66e-6	1.71e-5	3.8299999999e-5	0.98985655	1.59702116	1.56610857	0.79220194	0.57682686	1.17752074	2.08604199	1.95009869	1.08691658	1.50097891	3.03594606	4.01838356	8.98938398	16.39610251	52.64544325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tox21-er-bla-agonist	63-05-8	4-Androstene-3,17-dione	2	2.2	9.6699999999e-10	2.16e-9	4.84e-9	1.08e-8	2.4199999999e-8	5.41e-8	1.2099999999e-7	2.7e-7	6.0499999999e-7	1.35e-6	3.02e-6	6.76e-6	1.51e-5	3.3799999999e-5	7.56e-5	0.14634146	-2.10289531	-0.09584282	-1.05691417	-0.81036961	-2.62293516	-0.20933383	-0.70114488	-1.64457412	-0.98309153	-1.20572816	-1.89083124	1.99642563	5.72740872	33.36100044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tox21-er-bla-agonist	80-05-7	Bisphenol A	2	1.2	9.72e-10	2.17e-9	4.8599999999e-9	1.09e-8	2.43e-8	5.4299999999e-8	1.2099999999e-7	2.72e-7	6.07e-7	1.36e-6	3.0399999999e-6	6.7899999999e-6	1.5199999999e-5	3.39e-5	7.59e-5	-0.57205527	-2.85754154	1.94983225	0.29804251	-0.57480399	0.57338977	0.36046836	3.80226849	16.6185042	19.14178275	26.95655513	31.49429111	26.47298005	32.52202139	11.15250232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
tox21-er-bla-agonist	143-50-0	Kepone	2	1.2	9.6699999999e-10	2.16e-9	4.84e-9	1.08e-8	2.4199999999e-8	5.41e-8	1.2099999999e-7	2.7e-7	6.0499999999e-7	1.35e-6	3.02e-6	6.76e-6	1.51e-5	3.3799999999e-5	7.56e-5	-1.03573068	-1.24272311	-1.0057096699999999	-0.69101319	-0.06233483	-0.751514	-0.62702816	0.41186095	2.01793025	3.50978632	6.75406687	13.49244062	25.361007	30.26353374	28.07258576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tox21-er-bla-agonist	50-29-3	p,p'-DDT	1	1.4	9.87e-10	2.21e-9	4.93e-9	1.1e-8	2.47e-8	5.52e-8	1.23e-7	2.76e-7	6.17e-7	1.38e-6	3.0799999999e-6	6.8899999999e-6	1.5399999999e-5	3.45e-5	7.7099999999e-5	-0.17394318	-0.03930045	0.95060464	-0.02058037	-0.22534182	0.34481513	-0.61904396	0.01449503	0.05616514	0.65865564	0.53033068	2.66150716	5.2847993	11.78825435	10.47652994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tox21-er-bla-agonist	NOCAS_49501	NTP Mix8 AR1 8-EQC	1	4	4.9e-10	1.1e-9	2.4499999999e-9	5.4799999999e-9	1.23e-8	2.74e-8	6.13e-8	1.37e-7	3.07e-7	6.85e-7	1.53e-6	3.43e-6	7.66e-6	1.71e-5	3.8299999999e-5	0.58014172	2.12790075	0.62571741	0.57489191	0.66262094	1.34155709	0.70581587	1.0159626	-0.19781447	0.60218122	0.19148844	-0.01098056	-0.16922276	0.48394651	0.62562134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tox21-er-bla-agonist	NOCAS_49518	NTP Mix99 ER1 10-EQC	1	3	4.9e-10	1.1e-9	2.4499999999e-9	5.4799999999e-9	1.23e-8	2.74e-8	6.13e-8	1.37e-7	3.07e-7	6.85e-7	1.53e-6	3.43e-6	7.66e-6	1.71e-5	3.8299999999e-5	-0.03840246	0.00982511	-0.08103728	0.41941558	0.16792218	-0.47273558	0.44758962	-0.01055137	-0.68446196	-0.56098216	0.75925032	0.30165303	2.35154134	4.81815139	27.60722969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tox21-er-bla-agonist	NOCAS_49539	NTP Mix84 ER AR1 18-EQC	1	2.2	4.9e-10	1.1e-9	2.4499999999e-9	5.4799999999e-9	1.23e-8	2.74e-8	6.13e-8	1.37e-7	3.07e-7	6.85e-7	1.53e-6	3.43e-6	7.66e-6	1.71e-5	3.8299999999e-5	0.84779073	-0.21615249	-0.44570502	-0.36015641	-0.13329985	-0.16857388	0.06151323	-0.43577506	0.30051813	-0.056663	0.01060783	2.56475842	6.3259484	14.08439525	61.4376576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tox21-er-bla-agonist	63-05-8	4-Androstene-3,17-dione	1	3	9.6699999999e-10	2.16e-9	4.84e-9	1.08e-8	2.4199999999e-8	5.41e-8	1.2099999999e-7	2.7e-7	6.0499999999e-7	1.35e-6	3.02e-6	6.76e-6	1.51e-5	3.3799999999e-5	7.56e-5	-0.38195933	0.55316957	0.47014577	2.4024362	0.10240345	-0.30572339	0.15845467	1.4577487	-0.18141493	-0.36897754	0.53648553	0.43582706	-0.01061233	1.80173719	16.39134711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tox21-er-bla-agonist	NOCAS_49546	NTP Mix91 ER AR1 18-EQP	1	2.4	4.9e-10	1.1e-9	2.4499999999e-9	5.4799999999e-9	1.23e-8	2.74e-8	6.13e-8	1.37e-7	3.07e-7	6.85e-7	1.53e-6	3.43e-6	7.66e-6	1.71e-5	3.8299999999e-5	-0.43231698	-0.16310361	-0.69220266	-1.13915852	-0.1280683	-0.07696748	-0.33439741	-0.17529784	-0.26804599	3.39980919	-0.35431237	-0.93519436	-0.14857264	-0.25261533	12.27540402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tox21-er-bla-agonist	76-43-7	Fluoxymestrone	3	4	9.86e-10	2.2e-9	4.93e-9	1.1e-8	2.46e-8	5.51e-8	1.23e-7	2.76e-7	6.16e-7	1.38e-6	3.0799999999e-6	6.8899999999e-6	1.5399999999e-5	3.4399999999e-5	7.7e-5	0.81063022	0.73750633	0.27183499	6.24738408	0.75011066	-0.16720411	-0.60016762	0.19660216	2.0080164	0.04193003	2.14646752	-0.52622277	0.02908225	0.68961574	-0.06847746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tox21-er-bla-agonist	57-83-0	Progesterone	3	4	9.76e-10	2.18e-9	4.88e-9	1.09e-8	2.44e-8	5.46e-8	1.2199999999e-7	2.73e-7	6.1e-7	1.36e-6	3.0499999999e-6	6.82e-6	1.53e-5	3.41e-5	7.63e-5	-0.41530124	-0.57066599	1.2715989	0.298737	0.09886917	-0.27162851	0.09817099	-0.75751287	0.11289326	0.9311582	-1.29390127	-0.62316722	0.4282113	1.36578229	-0.41828605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tox21-er-bla-agonist	107-15-3	Ethylenediamine	2	4	9.97e-10	2.23e-9	4.98e-9	1.11e-8	2.4899999999e-8	5.5699999999e-8	1.25e-7	2.79e-7	6.23e-7	1.3899999999e-6	3.1199999999e-6	6.9699999999e-6	1.56e-5	3.48e-5	7.79e-5	0.26829268	-1.76294208	1.33459365	0.55401904	0.93604533	0.9884584	0.1354513	1.34003655	1.77429659	1.0553126	-0.23848375	-0.05445996	-7.08504062	2.66880662	0.15212725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tox21-er-bla-agonist	NOCAS_49512	NTP Mix19 AR1 8-EQC	3	3	4.9e-10	1.1e-9	2.4499999999e-9	5.4799999999e-9	1.23e-8	2.74e-8	6.13e-8	1.37e-7	3.07e-7	6.85e-7	1.53e-6	3.43e-6	7.66e-6	1.71e-5	3.8299999999e-5	1.60005293	0.73530457	0.8291072	0.28062351	0.70907346	1.38821729	0.70473475	0.35732152	1.02351552	4.50671513	16.61013903	1.70970154	1.1943085	0.42145165	1.59170468	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
tox21-er-bla-agonist	NOCAS_49546	NTP Mix91 ER AR1 18-EQP	3	1.4	4.9e-10	1.1e-9	2.4499999999e-9	5.4799999999e-9	1.23e-8	2.74e-8	6.13e-8	1.37e-7	3.07e-7	6.85e-7	1.53e-6	3.43e-6	7.66e-6	1.71e-5	3.8299999999e-5	-0.08501387	-0.36400151	0.05983008	-0.04897759	0.23445713	-0.16720411	0.57176891	1.49795687	4.88536732	0.54307578	15.92219187	-0.65369547	-0.08969791	-0.5898551	13.59718469	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0
tox21-er-bla-agonist	NOCAS_49537	NTP Mix82 ER AR1 18-EQC	3	2.2	4.9e-10	1.1e-9	2.4499999999e-9	5.4799999999e-9	1.23e-8	2.74e-8	6.13e-8	1.37e-7	3.07e-7	6.85e-7	1.53e-6	3.43e-6	7.66e-6	1.71e-5	3.8299999999e-5	-0.48306059	-0.01255178	-0.40252112	1.02589774	1.04491171	1.52066912	0.81330028	0.71532285	1.14418026	4.04751961	15.31835447	0.61472724	3.43204365	4.60603917	32.48474393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tox21-er-bla-agonist	NOCAS_49551	NTP Mix21 AR2 2-EQP	3	2.4	4.9e-10	1.1e-9	2.4499999999e-9	5.4799999999e-9	1.23e-8	2.74e-8	6.13e-8	1.37e-7	3.07e-7	6.85e-7	1.53e-6	3.43e-6	7.66e-6	1.71e-5	3.8299999999e-5	0.17335315	-0.27419101	0.22735431	0.06122199	-0.07177033	0.22691986	-0.63208633	-1.93566659	1.14210948	-0.33674385	5.86751951	1.31291183	1.32696812	2.81873855	14.63692832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tox21-er-bla-agonist	NOCAS_49517	NTP Mix97 ER1 10-EQC	3	2.2	4.9e-10	1.1e-9	2.4499999999e-9	5.4799999999e-9	1.23e-8	2.74e-8	6.13e-8	1.37e-7	3.07e-7	6.85e-7	1.53e-6	3.43e-6	7.66e-6	1.71e-5	3.8299999999e-5	0.41565856	0.60137853	-0.01196602	0.10140842	0.39084051	0.78386873	0.51892854	1.43114948	-0.15728978	2.37579253	-2.66548877	0.49925817	3.84880837	7.25143883	27.85854567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tox21-er-bla-agonist	107-15-3	Ethylenediamine	1	4	9.97e-10	2.23e-9	4.98e-9	1.11e-8	2.4899999999e-8	5.5699999999e-8	1.25e-7	2.79e-7	6.23e-7	1.3899999999e-6	3.1199999999e-6	6.9699999999e-6	1.56e-5	3.48e-5	7.79e-5	0.78384551	-0.22691298	-0.30147516	-0.02058037	0.87284536	-0.03848374	-0.99070119	0.02075119	0.13969304	0.10928359	-0.34238386	-2.01962983	-0.74575152	-0.4372392	-1.22677159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tox21-er-bla-agonist	84852-15-3	4-Nonylphenol, branched	3	1.2	9.95e-10	2.23e-9	4.98e-9	1.11e-8	2.4899999999e-8	5.5599999999e-8	1.24e-7	2.78e-7	6.2199999999e-7	1.3899999999e-6	3.11e-6	6.9499999999e-6	1.55e-5	3.48e-5	7.77e-5	-1.22558653	-0.30114418	-1.1600194	-1.26076719	-0.17873734	0.04847967	-0.54720684	0.51152182	6.03805857	15.05831796	27.56953944	47.77666202	64.86952271	71.14580824	66.27911484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tox21-er-bla-agonist	NOCAS_49530	NTP Mix110 ER1 10-EQC	3	4	4.9e-10	1.1e-9	2.4499999999e-9	5.4799999999e-9	1.23e-8	2.74e-8	6.13e-8	1.37e-7	3.07e-7	6.85e-7	1.53e-6	3.43e-6	7.66e-6	1.71e-5	3.8299999999e-5	-0.36921354	0.92990306	0	0.29708883	-0.28187934	0.67414844	0.38673037	-0.13674595	6.05384634	1.162743	4.20246244	0.43111695	0.00613302	0.04781257	6.69809597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tox21-er-bla-agonist	NOCAS_49502	NTP Mix9 AR1 8-EQC	3	4	4.9e-10	1.1e-9	2.4499999999e-9	5.4799999999e-9	1.23e-8	2.74e-8	6.13e-8	1.37e-7	3.07e-7	6.85e-7	1.53e-6	3.43e-6	7.66e-6	1.71e-5	3.8299999999e-5	-0.16097078	0.14581024	-0.24195508	-0.38889665	-0.15550239	-0.40606712	-0.51220965	-0.20192422	1.94838044	1.42818594	8.75053924	-0.53097345	-0.06427092	-0.25101602	-1.43862508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tox21-er-bla-agonist	NOCAS_49503	NTP Mix10 AR1 8-EQC	3	4	4.9e-10	1.1e-9	2.4499999999e-9	5.4799999999e-9	1.23e-8	2.74e-8	6.13e-8	1.37e-7	3.07e-7	6.85e-7	1.53e-6	3.43e-6	7.66e-6	1.71e-5	3.8299999999e-5	-0.44091689	-0.51502614	-0.03589805	-0.62758331	-0.18546094	-0.29205785	-0.44512792	-0.34772777	-0.22988506	-0.77150562	0.25006252	-0.10687348	0.0591436	-0.04781257	-0.32233685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tox21-er-bla-agonist	NOCAS_49515	NTP Mix117 ER1 5-EQP	3	2.2	4.9e-10	1.1e-9	2.4499999999e-9	5.4799999999e-9	1.23e-8	2.74e-8	6.13e-8	1.37e-7	3.07e-7	6.85e-7	1.53e-6	3.43e-6	7.66e-6	1.71e-5	3.8299999999e-5	1.6499768	0.63121895	1.71301323	0.67614992	-0.73976681	1.87687892	1.12142449	1.2725433	0.80082056	2.0395369	1.70390931	1.13411641	1.8349126	6.26528154	21.00572304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tox21-er-bla-agonist	NOCAS_49526	NTP Mix106 ER1 10-EQC	3	4	4.9e-10	1.1e-9	2.4499999999e-9	5.4799999999e-9	1.23e-8	2.74e-8	6.13e-8	1.37e-7	3.07e-7	6.85e-7	1.53e-6	3.43e-6	7.66e-6	1.71e-5	3.8299999999e-5	-0.33508643	-0.04062015	0.01661607	0.04897759	0.0166676	-0.2100294	0.43418087	-0.36241912	1.70890761	-0.40755278	5.09894295	0.36079824	-0.54951494	-0.12666718	4.81109998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tox21-er-bla-agonist	NOCAS_49516	NTP Mix96 ER1 10-EQP	3	2.2	4.9e-10	1.1e-9	2.4499999999e-9	5.4799999999e-9	1.23e-8	2.74e-8	6.13e-8	1.37e-7	3.07e-7	6.85e-7	1.53e-6	3.43e-6	7.66e-6	1.71e-5	3.8299999999e-5	-0.17163998	-0.0868269	0.44612118	-1.00177561	-0.04445115	2.4040433	0.58727599	0.11063211	-0.34803141	2.82833471	-1.81172311	0.51141962	4.4988414	11.71751086	32.94551936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tox21-er-bla-agonist	NOCAS_49527	NTP Mix107 ER1 10-EQC	3	4	4.9e-10	1.1e-9	2.4499999999e-9	5.4799999999e-9	1.23e-8	2.74e-8	6.13e-8	1.37e-7	3.07e-7	6.85e-7	1.53e-6	3.43e-6	7.66e-6	1.71e-5	3.8299999999e-5	-0.5178724	0.22642492	0.34139901	-0.33927642	-0.02392344	-0.35171531	-0.52914117	-0.82422091	0.7430706	-0.91077033	2.06399521	0.71598121	1.28522528	0.24554215	-0.24699314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
tox21-er-bla-agonist	NOCAS_49553	NTP Mix23 AR2 2-EQP	3	3	4.9e-10	1.1e-9	2.4499999999e-9	5.4799999999e-9	1.23e-8	2.74e-8	6.13e-8	1.37e-7	3.07e-7	6.85e-7	1.53e-6	3.43e-6	7.66e-6	1.71e-5	3.8299999999e-5	-0.25125257	0.73542489	0.28732634	0.79352239	1.28008489	2.04262649	1.07269612	0.27412662	2.10420633	3.93405184	18.23736847	-0.02359882	-1.46538369	-0.56153996	-0.30013687	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
tox21-er-bla-agonist	NOCAS_49542	NTP Mix87 ER AR1 18-EQC	3	4	4.9e-10	1.1e-9	2.4499999999e-9	5.4799999999e-9	1.23e-8	2.74e-8	6.13e-8	1.37e-7	3.07e-7	6.85e-7	1.53e-6	3.43e-6	7.66e-6	1.71e-5	3.8299999999e-5	0.10257496	-0.61677268	-1.29983892	-1.02073638	-0.39014255	-0.19784497	1.39987685	-0.11150219	0.03629764	-0.74815268	6.31385103	-1.25274858	-0.89013236	-0.11466262	6.90328036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tox21-er-bla-agonist	NOCAS_49541	NTP Mix86 ER AR1 18-EQP	3	3	4.9e-10	1.1e-9	2.4499999999e-9	5.4799999999e-9	1.23e-8	2.74e-8	6.13e-8	1.37e-7	3.07e-7	6.85e-7	1.53e-6	3.43e-6	7.66e-6	1.71e-5	3.8299999999e-5	-0.2845784	0.04669617	-1.07953173	-0.1681702	-0.62450105	-0.57533556	-1.4426786	0.59333131	-0.18714198	-1.2331729	2.91078768	-1.10790284	-0.57903971	1.61138023	23.80683958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tox21-er-bla-agonist	NOCAS_49522	NTP Mix102 ER1 10-EQC	3	4	4.9e-10	1.1e-9	2.4499999999e-9	5.4799999999e-9	1.23e-8	2.74e-8	6.13e-8	1.37e-7	3.07e-7	6.85e-7	1.53e-6	3.43e-6	7.66e-6	1.71e-5	3.8299999999e-5	-0.48640513	-0.02510355	-1.26158994	-0.56728699	-0.30421844	0	2.35317189	0.13702405	0.83022032	-0.75655226	-3.56640061	1.24491283	-0.28959667	0.60440063	-0.09964775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tox21-er-bla-agonist	NOCAS_49547	NTP Mix92 ER AR1 18-EQP	3	3	4.9e-10	1.1e-9	2.4499999999e-9	5.4799999999e-9	1.23e-8	2.74e-8	6.13e-8	1.37e-7	3.07e-7	6.85e-7	1.53e-6	3.43e-6	7.66e-6	1.71e-5	3.8299999999e-5	-0.12382368	-0.12551776	-0.88915862	0.03862304	-0.04784689	-0.24198763	-1.09826387	0.09502316	3.06633012	0	13.34927744	-1.15601702	-0.57998557	0.91702762	21.82448314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tox21-er-bla-agonist	NOCAS_49506	NTP Mix13 AR1 8-EQC	3	3	4.9e-10	1.1e-9	2.4499999999e-9	5.4799999999e-9	1.23e-8	2.74e-8	6.13e-8	1.37e-7	3.07e-7	6.85e-7	1.53e-6	3.43e-6	7.66e-6	1.71e-5	3.8299999999e-5	-0.37480778	0.57489198	0	0.00821779	0.42518202	-0.1369075	1.35226183	1.00376197	0.61230736	3.71159663	17.8267244	1.00849772	0.75093309	2.42100529	7.47642293	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
tox21-er-bla-agonist	NOCAS_49531	NTP Mix111 ER1 10-EQC	3	2.4	4.9e-10	1.1e-9	2.4499999999e-9	5.4799999999e-9	1.23e-8	2.74e-8	6.13e-8	1.37e-7	3.07e-7	6.85e-7	1.53e-6	3.43e-6	7.66e-6	1.71e-5	3.8299999999e-5	0.40699921	0.93925606	0.45433876	0.13348337	-0.08408904	-0.44219784	0.91700526	-0.36832025	-0.38794429	1.41790291	5.14930663	0.31871403	1.66789156	2.70107923	14.44280176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tox21-er-bla-agonist	52806-53-8	Hydroxyflutamide	1	4	9.9799999999e-10	2.23e-9	4.9899999999e-9	1.12e-8	2.4899999999e-8	5.58e-8	1.25e-7	2.79e-7	6.24e-7	1.3899999999e-6	3.1199999999e-6	6.9699999999e-6	1.56e-5	3.4899999999e-5	7.8e-5	0	-0.0265278	0.38984719	0.09261165	0.44823906	0.0842519	-0.31781833	0.4581567	-0.09252406	0.72022572	-0.12024731	0.42824201	1.00491199	-0.35010941	0.33573122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tox21-er-bla-agonist	15972-60-8	Alachlor	1	4	9.55e-10	2.13e-9	4.77e-9	1.0699999999e-8	2.39e-8	5.34e-8	1.19e-7	2.67e-7	5.97e-7	1.33e-6	2.98e-6	6.67e-6	1.49e-5	3.34e-5	7.46e-5	0.03840246	-1.44087868	-0.54115231	-0.51766585	0.02134472	-0.03848374	-0.34174528	-0.38645587	-0.23062838	0.86036297	-1.08293168	-2.040709	-0.32988393	-0.16271532	-0.54938917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tox21-er-bla-agonist	15972-60-8	Alachlor	3	4	9.55e-10	2.13e-9	4.77e-9	1.0699999999e-8	2.39e-8	5.34e-8	1.19e-7	2.67e-7	5.97e-7	1.33e-6	2.98e-6	6.67e-6	1.49e-5	3.34e-5	7.46e-5	0.19009456	-0.0502071	0.17344052	0.73557371	0.81920177	0.20835534	0.21892136	-0.53088015	0.14519056	0.66986774	-3.09339719	-0.01021489	0.13011592	-0.84309161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tox21-er-bla-agonist	NOCAS_49558	NTP Mix32 AR2 7-EQP	1	2.4	4.9e-10	1.1e-9	2.4499999999e-9	5.4799999999e-9	1.23e-8	2.74e-8	6.13e-8	1.37e-7	3.07e-7	6.85e-7	1.53e-6	3.43e-6	7.66e-6	1.71e-5	3.8299999999e-5	-0.07680492	-0.63630937	0.40803884	0.04947098	0.09601072	-0.04810468	0.51962918	-0.02075119	0.46673418	-0.07276507	0.28430591	0.00982208	0.26334692	0.44619019	8.88278635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tox21-er-bla-agonist	NOCAS_49536	NTP Mix116 ER1 10-EQC	1	2.2	4.9e-10	1.1e-9	2.4499999999e-9	5.4799999999e-9	1.23e-8	2.74e-8	6.13e-8	1.37e-7	3.07e-7	6.85e-7	1.53e-6	3.43e-6	7.66e-6	1.71e-5	3.8299999999e-5	0.38496918	0.07061838	0.43863614	0.01029018	0.47481535	-0.13366721	0.16758622	-0.25534539	1.50658359	0.44071262	1.57493208	3.46534218	4.08012677	11.41768437	33.96954225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tox21-er-bla-agonist	NOCAS_49562	NTP Mix30 AR2 7-EQP	1	2.4	4.9e-10	1.1e-9	2.4499999999e-9	5.4799999999e-9	1.23e-8	2.74e-8	6.13e-8	1.37e-7	3.07e-7	6.85e-7	1.53e-6	3.43e-6	7.66e-6	1.71e-5	3.8299999999e-5	-0.16143131	-0.13689494	0.33341267	-0.04282945	0.62608957	-0.21960398	0	0.34029891	-0.40617635	0.02079002	-0.02121566	0.11566559	-0.33226173	0.01094092	12.02900767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tox21-er-bla-agonist	NOCAS_49549	NTP Mix94 ER AR1 18-EQP	1	3	4.9e-10	1.1e-9	2.4499999999e-9	5.4799999999e-9	1.23e-8	2.74e-8	6.13e-8	1.37e-7	3.07e-7	6.85e-7	1.53e-6	3.43e-6	7.66e-6	1.71e-5	3.8299999999e-5	-0.00669575	-0.04912556	-0.01012966	0.16464293	1.43956663	-0.02886281	-0.05126102	-0.14525835	0.20725389	-0.11402703	0.14524286	0.32709717	0.52749393	1.9876985	23.4012141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tox21-er-bla-agonist	NOCAS_49552	NTP Mix22 AR2 2-EQP	1	4	4.9e-10	1.1e-9	2.4499999999e-9	5.4799999999e-9	1.23e-8	2.74e-8	6.13e-8	1.37e-7	3.07e-7	6.85e-7	1.53e-6	3.43e-6	7.66e-6	1.71e-5	3.8299999999e-5	-0.67234833	0.03930045	0.02093429	0.00388544	-0.75688087	-0.04798326	0.15690892	-0.43018135	-0.48171097	0.05795704	-0.06401645	0.09455702	-0.48845117	-0.08752735	0.14808742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
